year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1996-97,15,22,180,25,0,VIJHL,32,Beaver Valley Storm,47
1997-98,16,2,224,11,30,WHL,68,Regina Pats,13
1998-99,17,1,0,1,0,U-18,3,Canada,2
1998-99,17,8,259,36,-9,WHL,70,Regina Pats,44
1999-00,18,9,175,37,-10,WHL,53,Regina Pats,46
1999-00,18,0,8,1,5,WJC-A,7,Canada,1
2000-01,19,9,138,27,24,WHL,43,Regina Pats,36
2000-01,19,0,10,3,3,WJC-A,7,Canada,3
2001-02,20,2,266,12,16,AHL,75,Worcester IceCats,14
2004-05,23,3,61,17,10,UHL,28,Missouri River Otters,20
2006-07,25,0,0,0,-2,AHL,1,Peoria Rivermen,0
2006-07,25,0,6,2,2,WC-A,9,Canada,2
