pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Newmarket Royals,3,0,3,OHL,7,1992-93,16,0
12,Sudbury Wolves,10,0,23,OHL,17,1994-95,18,13
4,Hamilton Bulldogs,0,0,0,AHL,7,1996-97,20,0
20,Cleveland Lumberjacks,1,0,2,IHL,8,1997-98,21,1
