power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,4,2,0,NHL,1981-82,20,1,NYI,,1,2,1,0,3,,SC,33.3,1
0,10,1,0,NHL,1982-83,21,1,NYI,,0,14,0,0,3,,SC,33.3,1
2,0,12,1,NHL,1983-84,22,5,NYI,,7,39,5,0,28,,,17.9,3
0,2,0,0,NHL,1985-86,24,0,NYI,,0,9,-1,0,0,,,0,0
0,10,4,1,NHL,1986-87,25,2,NYI,,2,6,3,0,7,,,28.6,2
0,4,0,0,NHL,1987-88,26,0,NYI,,0,6,-4,0,6,,,0.0,0
0,15,6,0,NHL,1988-89,27,1,CHI,,5,20,4,0,8,,,12.5,1
0,19,13,0,NHL,1989-90,28,5,CHI,,8,34,10,0,24,,,20.8,5
0,5,1,0,NHL,1990-91,29,0,CHI,,1,2,1,0,2,,,0.0,0
0,10,4,1,NHL,1991-92,30,1,CHI,,3,16,1,0,9,,,11.1,1
0,3,0,0,NHL,1992-93,31,0,CHI,,0,0,0,0,2,,,0.0,0
0,23,4,0,NHL,1993-94,32,1,NYR,,3,8,-2,0,23,,SC,4.3,1
0,7,3,0,NHL,1994-95,33,0,STL,,3,6,0,0,9,,,0.0,0
