average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,1,0,0,NHL,20,0,0,0,2,1,0,0,0,1981-82,NYI,1,0,[],50.0,,1
,19,0,0,NHL,21,11,30,1,37,8,0,0,0,1982-83,NYI,8,11,[],21.6,,45
,66,2,0,NHL,22,28,59,51,118,25,6,1,6,1983-84,NYI,31,35,"[{'link': '/awards/voting-1984.html#selke', 'name': 'Selke-21'}]",26.3,,79
,38,2,0,NHL,23,22,36,-4,82,11,2,1,2,1984-85,NYI,13,25,[],15.9,,58
,28,2,0,NHL,24,15,82,5,58,8,1,0,4,1985-86,NYI,9,19,[],15.5,,60
,13,0,0,NHL,25,6,26,-12,50,6,0,0,1,1986-87,NYI,6,7,[],12.0,,51
,45,0,1,NHL,26,27,46,14,77,15,1,0,1,1987-88,NYI,17,28,[],22.1,,76
,21,1,0,NHL,27,13,45,2,75,8,0,0,0,1988-89,TOT,8,13,[],10.7,,59
,21,1,0,NHL,27,13,45,1,73,8,0,0,0,1988-89,NYI,8,13,[],11.0,,55
,0,0,0,NHL,27,0,0,1,2,0,0,0,0,1988-89,CHI,0,0,[],0.0,,4
,37,3,0,NHL,28,25,54,27,108,12,0,0,0,1989-90,CHI,12,25,"[{'link': '/awards/voting-1990.html#selke', 'name': 'Selke-8'}]",11.1,,70
,25,0,0,NHL,29,13,58,6,98,9,1,0,2,1990-91,CHI,10,15,[],10.2,,72
,12,1,0,NHL,30,5,35,-4,45,7,0,0,0,1991-92,CHI,7,5,[],15.6,,50
,32,2,1,NHL,31,17,57,5,72,12,0,0,2,1992-93,CHI,13,19,[],18.1,,77
,15,0,0,NHL,32,11,29,-3,64,3,1,0,0,1993-94,NYR,4,11,[],6.3,,76
,25,3,0,NHL,33,14,11,22,57,11,0,0,0,1994-95,STL,11,14,[],19.3,,46
,1,0,0,NHL,34,1,8,-1,9,0,0,0,0,1995-96,STL,0,1,[],0.0,,17
