assists,year,games_played,points,goals,team,age,pim,plus_minus,league
42,2006-07,39,72,30,Ecole Notre Dame Albatros,16,127,0,QAAA
1,2006-07,8,2,1,Drummondville Voltigeurs,16,6,-2,QMJHL
14,2007-08,59,25,11,Drummondville Voltigeurs,17,103,-29,QMJHL
21,2008-09,51,49,28,Drummondville Voltigeurs,18,63,28,QMJHL
42,2009-10,62,93,51,Drummondville Voltigeurs,19,127,43,QMJHL
13,2010-11,64,18,5,Hamilton Bulldogs,20,79,-4,AHL
11,2011-12,59,24,13,Hamilton Bulldogs,21,55,-15,AHL
15,2012-13,55,31,16,Hamilton Bulldogs,22,83,-2,AHL
17,2013-14,74,36,19,Hamilton Bulldogs,23,111,-10,AHL
25,2014-15,66,45,20,Hamilton Bulldogs,24,88,0,AHL
30,2015-16,71,49,19,St. John\'s IceCaps,25,76,-14,AHL
5,2016-17,20,10,5,Syracuse Crunch,26,24,4,AHL
