age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
18,,17.9,4,4,3,NHL,19,0,1996-97,1,28,5,,1,12,,PHI,9
19,,0.0,0,1,2,NHL,5,0,1997-98,0,6,0,,0,2,,PHI,1
22,,0.0,0,0,1,NHL,6,0,2000-01,0,7,0,104,0,2,,WSH,0
24,,22.2,1,2,-2,NHL,6,0,2002-03,0,9,2,129,1,4,,WSH,4
28,,0.0,0,8,1,NHL,15,0,2006-07,0,25,0,280,0,8,,BUF,8
29,,0.0,0,1,-3,NHL,5,0,2007-08,0,5,0,82,0,8,11,NJD,1
30,,0.0,0,1,-2,NHL,7,0,2008-09,0,14,0,98,0,10,20,NJD,1
31,,7.1,1,0,0,NHL,5,0,2009-10,1,14,1,82,0,8,24,NJD,1
33,,7.5,2,7,0,NHL,0,0,2011-12,1,40,3,435,1,18,61,NJD,10
37,,9.1,1,1,1,NHL,14,0,2015-16,0,11,1,137,0,6,19,SJS,2
