assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Humboldt Indians,3,1951-52,45,6,65,17,0,SJHL
11,Humboldt Indians,10,1952-53,27,21,92,18,0,SJHL
21,Humboldt Indians,19,1953-54,42,40,96,19,0,SJHL
0,Melville Millionaires,1,1953-54,2,1,4,19,0,SSHL
15,Hershey Bears,8,1954-55,54,23,45,20,0,AHL
1,Hershey Bears,0,1955-56,15,1,22,21,0,AHL
11,Victoria Cougars,2,1956-57,69,13,96,22,0,WHL
1,Quebec Aces,0,1957-58,4,1,10,23,0,QHL
9,Windsor Bulldogs,5,1957-58,43,14,64,23,0,OHA-Sr.
3,Regina Capitals,0,1958-59,9,3,10,24,0,SSHL
1,Regina Capitals,0,1959-60,3,1,35,25,0,SSHL
1,Regina Capitals,0,1961-62,3,1,0,27,0,SSHL
