average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,3,0,0,NHL,23,3,2,-2,3,0,0,0,0,1990-91,STL,0,3,[],0.0,,4
,59,2,0,NHL,24,18,66,-5,143,20,3,0,18,1991-92,STL,23,36,[],16.1,,79
,73,4,2,NHL,25,17,62,2,196,15,5,0,34,1992-93,STL,22,51,[],11.2,,82
,74,6,5,NHL,26,15,80,-38,282,24,4,1,25,1993-94,WIN,33,41,[],11.7,,83
,37,1,1,NHL,27,11,26,-12,122,9,4,2,10,1994-95,WIN,14,23,[],11.5,,48
,58,5,2,NHL,28,13,78,-7,247,15,12,0,16,1995-96,HAR,29,29,[],11.7,,81
,38,2,1,NHL,29,14,34,-21,194,6,2,0,15,1996-97,HAR,9,29,[],4.6,,66
,45,4,0,NHL,30,9,50,-17,203,15,6,0,15,1997-98,CAR,21,24,[],10.3,,81
16:45,37,1,0,NHL,31,17,51,8,188,10,3,0,7,1998-99,TOT,13,24,[],6.9,1088,65
14:30,21,0,0,NHL,31,8,36,1,84,5,3,0,5,1998-99,CAR,8,13,[],9.5,508,35
19:37,14,1,0,NHL,31,9,13,8,94,4,0,0,1,1998-99,CHI,4,10,[],4.3,530,27
17:05,2,0,0,NHL,31,0,2,-1,10,1,0,0,1,1998-99,OTT,1,1,[],10.0,51,3
18:49,35,0,0,NHL,32,14,47,-23,196,11,4,1,5,1999-00,TOT,15,20,[],7.7,1185,63
19:10,33,0,0,NHL,32,13,47,-24,183,10,4,1,5,1999-00,ATL,14,19,[],7.7,1112,58
14:39,2,0,0,NHL,32,1,0,1,13,1,0,0,0,1999-00,LAK,1,1,[],7.7,73,5
13:51,22,1,0,NHL,33,8,54,-13,157,11,0,1,2,2000-01,LAK,11,11,[],7.0,1080,78
9:12,7,1,0,NHL,34,1,25,-8,40,5,0,0,1,2001-02,LAK,5,2,[],12.5,377,41
