year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1985-86,16,67,145,81,0,ON-Jr.B,68,Oshawa Legionnaires,148
1986-87,17,11,49,17,0,OHL,50,Hamilton Steelhawks,28
1987-88,18,17,96,36,0,OHL,64,Hamilton Steelhawks,53
1988-89,19,41,75,62,0,OHL,56,Niagara Falls Thunder,103
1989-90,20,0,0,0,0,Nat-Tm,3,Canada,0
1989-90,20,30,89,38,0,OHL,48,2 Teams,68
1989-90,20,6,24,10,0,OHL,9,Niagara Falls Thunder,16
1989-90,20,24,65,28,0,OHL,39,Dukes of Hamilton,52
1990-91,21,16,104,21,0,AHL,66,New Haven Nighthawks,37
1991-92,22,21,118,32,0,IHL,71,Phoenix Roadrunners,53
1992-93,23,9,36,8,0,IHL,22,Phoenix Roadrunners,17
1992-93,23,22,54,32,0,AHL,46,New Haven Senators,54
1993-94,24,31,68,44,0,AHL,75,Binghamton Rangers,75
1994-95,25,23,73,60,0,AHL,67,Binghamton Rangers,83
1995-96,26,31,82,52,0,AHL,71,Hershey Bears,83
1996-97,27,30,110,51,0,AHL,79,Philadelphia Phantoms,81
1997-98,28,24,102,54,1,AHL,80,Philadelphia Phantoms,78
1998-99,29,12,43,25,-4,AHL,38,Philadelphia Phantoms,37
1998-99,29,4,18,9,5,IHL,12,Michigan K-Wings,13
1999-00,30,11,93,11,0,Germany,53,Adler Mannheim,22
1999-00,30,1,4,1,0,EuroHL,6,Adler Mannheim,2
