pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Hammarby IF Stockholm,0,0,0,Sweden-2,1,1995-96,19,0
4,Kiekko-Espoo,0,0,2,Finland,4,1996-97,20,2
27,Kiekko-Espoo,2,0,4,Finland,7,1997-98,21,2
2,Saint John Flames,0,0,0,AHL,1,1997-98,21,0
6,Blues Espoo,1,0,2,Finland,3,1998-99,22,1
4,Long Beach Ice Dogs,3,0,6,IHL,5,1999-00,23,3
32,Djurgardens IF Stockholm,0,0,1,Sweden,4,2001-02,25,1
4,Hartford Wolf Pack,2,1,2,AHL,2,2002-03,26,0
20,Djurgardens IF Stockholm,5,0,9,Sweden,12,2004-05,28,4
0,Khimik Moscow Region,1,0,1,Russia,4,2007-08,31,0
2,SKA St. Petersburg,0,0,0,KHL,3,2009-10,33,0
