league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,65,2,20,130,43,8,,BUF,[],11.5,11,28,8,15,0,1989-90,,4,16,0,20
NHL,62,5,21,201,64,5,,BUF,[],14.9,24,34,14,30,3,1990-91,,3,16,2,27
NHL,67,2,22,236,84,18,,BUF,"[{'link': '/awards/voting-1992.html#AS', 'name': 'AS-7'}]",16.5,24,45,7,39,0,1991-92,,15,73,0,27
NHL,77,0,23,360,127,21,,BUF,"[{'link': '/awards/nhl_all_star.html#1993', 'name': None}, {'link': '/awards/voting-1993.html#byng', 'name': 'Byng-8'}]",21.1,49,51,7,0,0,1992-93,,27,40,1,29
NHL,66,7,24,258,79,22,,BUF,[],12.4,15,47,8,32,0,1993-94,,17,22,0,25
NHL,44,2,25,148,47,14,,BUF,[],12.8,7,28,0,19,0,1994-95,,12,36,1,13
NHL,79,6,26,292,107,19,,VAN,"[{'link': '/awards/nhl_all_star.html#1996', 'name': None}, {'link': '/awards/voting-1996.html#byng', 'name': 'Byng-4'}, {'link': '/awards/voting-1996.html#hart', 'name': 'Hart-18'}]",18.8,40,52,14,55,5,1995-96,,10,16,2,31
NHL,76,4,27,174,73,9,,VAN,[],17.8,23,42,9,31,1,1996-97,,7,18,1,32
NHL,51,1,28,118,45,12,,VAN,[],15.3,9,27,-6,18,4,1997-98,,5,36,2,13
NHL,59,1,29,110,45,12,1214,VAN,[],12.7,9,31,0,14,2,1998-99,20:35,3,58,3,16
NHL,59,1,30,161,44,3,1125,TOT,[],14.9,18,20,3,24,1,1999-00,19:04,5,20,0,17
NHL,47,1,30,126,38,3,920,VAN,[],16.7,17,17,7,21,1,1999-00,19:34,3,16,0,14
NHL,12,0,30,35,6,0,205,NJD,[],8.6,1,3,-4,3,0,1999-00,17:04,2,4,0,3
NHL,75,7,31,240,83,17,1266,NJD,"[{'link': '/awards/voting-2001.html#AS', 'name': 'AS-10'}, {'link': '/awards/voting-2001.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-2001.html#byng', 'name': 'Byng-25'}, {'link': '/awards/voting-2001.html#selke', 'name': 'Selke-34'}]",17.9,31,40,10,43,0,2000-01,16:53,12,43,0,23
NHL,66,4,32,188,57,16,1164,TOR,[],12.8,19,33,1,24,0,2001-02,17:38,5,8,0,17
NHL,73,9,33,165,79,23,1463,TOR,"[{'link': '/awards/voting-2003.html#AS', 'name': 'AS-10'}, {'link': '/awards/byng.html#2003', 'name': None}]",20.0,25,46,4,33,3,2002-03,20:03,5,12,2,21
NHL,37,1,34,92,30,6,684,TOR,[],8.7,3,22,9,8,1,2003-04,18:29,4,12,0,16
NHL,34,3,36,93,25,3,549,NJD,[],12.9,5,13,-7,12,0,2005-06,16:09,7,6,0,10
