age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,1,-2,NHL,4,0,1989-90,0,8,0,,0,2,,BUF,1
21,,0.0,0,6,-1,NHL,6,0,1990-91,0,20,0,,0,2,,BUF,6
22,,0.0,0,2,-1,NHL,2,0,1991-92,0,4,0,,0,0,,BUF,2
23,,20.0,5,3,2,NHL,7,0,1992-93,0,35,7,,2,6,,BUF,10
24,,18.2,3,2,1,NHL,7,0,1993-94,0,22,4,,1,6,,BUF,6
25,,16.7,3,2,-6,NHL,5,0,1994-95,0,18,3,,0,2,,BUF,5
26,,5.6,1,8,-1,NHL,6,0,1995-96,0,18,1,,0,8,,VAN,9
30,SC,7.3,2,3,1,NHL,0,0,1999-00,1,55,4,16:06,2,4,370,NJD,7
31,,6.6,4,11,3,NHL,0,0,2000-01,2,76,5,16:42,1,8,418,NJD,16
32,,13.6,6,3,1,NHL,20,0,2001-02,2,59,8,19:23,2,8,388,TOR,11
33,,38.5,4,2,2,NHL,6,1,2002-03,0,13,5,21:43,0,4,130,TOR,7
34,,12.5,2,4,-1,NHL,13,0,2003-04,0,16,2,16:28,0,8,214,TOR,6
