age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,0.0,0,0,-2,NHL,11,0,1975-76,0,6,0,,0,29,,BOS,0
24,,15.4,2,2,3,NHL,13,0,1976-77,1,13,2,,0,0,,BOS,4
25,,5.6,1,8,10,NHL,0,0,1977-78,0,18,1,,0,27,,BOS,9
26,,14.3,1,7,4,NHL,11,0,1978-79,1,7,1,,0,7,,BOS,8
27,,0.0,0,2,0,NHL,10,0,1979-80,0,6,0,,0,50,,BOS,2
28,,0.0,0,1,3,NHL,2,0,1980-81,0,1,0,,0,10,,BOS,1
29,,0.0,0,4,1,NHL,11,0,1981-82,0,12,0,,0,6,,BOS,4
31,,0,0,0,-4,NHL,3,0,1983-84,0,0,0,,0,12,,BOS,0
32,,0.0,0,0,4,NHL,5,0,1984-85,0,1,0,,0,10,,BOS,0
33,,0.0,0,0,-2,NHL,1,0,1985-86,0,1,0,,0,17,,BOS,0
34,,0.0,0,0,-2,NHL,4,0,1986-87,0,2,0,,0,4,,BOS,0
