year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1951-52,17,11,6,3,0,SJHL,9,Humboldt Indians,14
1952-53,18,5,4,7,0,SJHL,12,Humboldt Indians,12
1953-54,19,2,10,2,0,SJHL,5,Humboldt Indians,4
1953-54,19,1,2,1,0,SSHL,4,Melville Millionaires,2
1954-55,20,2,2,2,0,IHL,4,Grand Rapids Rockets,4
1956-57,22,0,8,2,0,AHL,7,Hershey Bears,2
1957-58,23,0,6,0,0,AHL,10,Hershey Bears,0
1959-60,25,5,2,2,0,AHL,5,Providence Reds,7
1962-63,28,3,2,11,0,WHL,17,San Francisco Seals,14
1963-64,29,8,6,9,0,WHL,11,San Francisco Seals,17
1967-68,33,0,0,1,0,WHL,7,San Diego Gulls,1
