assists,team,goals,year,games_played,points,pim,age,plus_minus,league
54,Orillia Travelways,52,1983-84,42,106,20,17,0,ON-Jr.A
36,University of North Dakota,18,1984-85,36,54,16,18,0,WCHA
30,Canada,19,1985-86,62,49,36,19,0,Nat-Tm
70,University of North Dakota,46,1986-87,48,116,48,20,0,WCHA
21,Halifax Citadels,12,1989-90,20,33,4,23,0,AHL
1,Halifax Citadels,4,1990-91,3,5,2,24,0,AHL
87,Indianapolis Ice,45,1992-93,80,132,70,26,15,IHL
51,Peoria Rivermen,30,1993-94,45,81,25,27,19,IHL
67,Milwaukee Admirals,24,1994-95,71,91,26,28,11,IHL
28,Milwaukee Admirals,14,1995-96,43,42,18,29,-10,IHL
61,Milwaukee Admirals,27,1996-97,81,88,20,30,-24,IHL
15,Michigan K-Wings,7,1997-98,20,22,6,31,-4,IHL
39,Milwaukee Admirals,20,2003-04,68,59,20,37,10,AHL
28,Milwaukee Admirals,12,2004-05,77,40,14,38,-5,AHL
2,Houston Aeros,2,2008-09,12,4,4,42,1,AHL
3,Houston Aeros,0,2009-10,17,3,4,43,-4,AHL
