shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
12.8,1987-88,22,23,,3,86,11,8,5,37,STL,11,21,3,NHL,1,,67,48,"[{'link': '/awards/voting-1988.html#calder', 'name': 'Calder-8'}]",2
12.8,1988-89,8,14,,1,133,13,12,-10,28,STL,17,22,1,NHL,0,,70,45,[],5
12.9,1989-90,10,10,,0,70,10,6,-4,20,TOT,9,23,0,NHL,0,,50,29,[],3
12.2,1989-90,8,6,,0,41,6,4,1,12,STL,5,23,0,NHL,0,,28,17,[],1
13.8,1989-90,2,4,,0,29,4,2,-5,8,QUE,4,23,0,NHL,0,,22,12,[],2
13.1,1990-91,16,17,,1,122,14,10,-22,32,QUE,16,24,0,NHL,0,,70,48,[],6
5.7,1991-92,10,6,,0,53,6,3,2,12,TOT,3,25,0,NHL,0,,40,15,[],0
6.5,1991-92,4,5,,0,31,5,2,-2,10,SJS,2,25,0,NHL,0,,22,12,[],0
4.5,1991-92,6,1,,0,22,1,1,4,2,CHI,1,25,0,NHL,0,,18,3,[],0
14.0,1993-94,8,4,,0,43,1,4,-11,5,STL,6,27,1,NHL,1,,36,11,[],1
22.8,1997-98,10,9,,0,57,5,6,3,14,TOT,13,31,1,NHL,0,,49,27,[],7
35.7,1997-98,0,2,,0,14,1,2,0,3,DAL,5,31,0,NHL,0,,13,8,[],3
18.6,1997-98,10,7,,0,43,4,4,3,11,EDM,8,31,1,NHL,0,,36,19,[],4
19.4,1998-99,26,10,830,0,67,4,11,2,14,DAL,13,32,2,NHL,0,12:02,69,27,[],2
10.3,1999-00,8,8,624,0,39,1,3,-3,9,TOT,4,33,0,NHL,0,9:19,67,13,[],1
0.0,1999-00,0,1,80,0,2,1,0,-1,2,NYI,0,33,0,NHL,0,11:22,7,2,[],0
10.8,1999-00,8,7,544,0,37,0,3,-2,7,MDA,4,33,0,NHL,0,9:04,60,11,[],1
14.8,2000-01,29,15,1102,0,88,10,13,0,25,MDA,13,34,1,NHL,0,13:46,80,38,[],0
17.8,2001-02,12,15,1398,0,101,11,12,-12,26,ATL,18,35,2,NHL,1,17:29,80,44,[],5
10.5,2002-03,14,12,1288,0,86,5,7,-16,17,ATL,9,36,2,NHL,0,16:06,80,26,[],2
