average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,3,0,0,NHL,22,0,2,0,0,0,0,0,0,1940-41,DET,2,1,[],0,,19
,17,0,0,NHL,23,0,2,0,0,0,0,0,0,1941-42,DET,6,11,[],0,,29
,36,0,0,NHL,24,0,6,0,0,0,0,0,0,1942-43,DET,18,18,[],0,,43
,56,0,0,NHL,25,0,6,0,0,0,0,0,0,1943-44,DET,21,35,"[{'link': '/awards/voting-1944.html#byng', 'name': 'Byng-5'}]",0,,46
,54,0,0,NHL,26,0,6,0,0,0,0,0,0,1944-45,DET,26,28,[],0,,0
,35,0,0,NHL,27,0,10,0,0,0,0,0,0,1945-46,DET,17,18,[],0,,48
,36,0,0,NHL,28,0,18,0,0,0,0,0,0,1946-47,BOS,21,15,[],0,,51
,28,0,0,NHL,29,0,8,0,0,0,0,0,0,1947-48,TOT,9,19,[],0,,57
,17,0,0,NHL,29,0,2,0,0,0,0,0,0,1947-48,BOS,8,9,[],0,,22
,11,0,0,NHL,29,0,6,0,0,0,0,0,0,1947-48,MTL,1,10,[],0,,35
,37,0,0,NHL,30,0,8,0,0,0,0,0,0,1948-49,MTL,15,22,[],0,,0
,32,0,0,NHL,31,0,15,0,0,0,0,0,0,1949-50,TOT,14,18,[],0,,0
,2,0,0,NHL,31,0,2,0,0,0,0,0,0,1949-50,MTL,1,1,[],0,,11
,30,0,0,NHL,31,0,13,0,0,0,0,0,0,1949-50,DET,13,17,[],0,,60
,5,0,0,NHL,32,0,0,0,0,0,0,0,0,1950-51,DET,1,4,[],0,,30
