power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,11,5,0,NHL,1972-73,20,3,PHI,,2,22,-2,0,29,,,10.3,3
0,0,9,1,NHL,1973-74,21,3,PHI,,6,18,2,0,51,,SC,5.9,3
0,0,15,0,NHL,1974-75,22,6,PHI,,9,8,6,0,55,,SC,10.9,6
3,0,13,0,NHL,1975-76,23,6,PHI,,7,18,9,0,0,,,9.1,3
0,10,5,0,NHL,1976-77,24,1,PHI,,4,2,-1,0,38,,,2.6,1
1,12,9,0,NHL,1977-78,25,6,PHI,,3,2,-2,0,43,,,14.0,5
0,8,7,0,NHL,1978-79,26,3,PHI,,4,10,-1,0,36,,,8.3,3
1,19,21,0,NHL,1979-80,27,0,PHI,,9,23,10,0,74,,,16.2,8
3,12,16,1,NHL,1980-81,28,11,PHI,,5,0,7,1,53,,,20.8,7
0,4,6,0,NHL,1981-82,29,1,PHI,,5,4,1,1,16,,,6.3,0
1,3,2,0,NHL,1982-83,30,1,PHI,,1,2,-4,0,6,,,16.7,0
