assists,team,goals,year,games_played,points,pim,age,plus_minus,league
29,Anchorage North Stars,35,1996-97,39,64,0,16,0,AAHL
12,U.S. National Team Development Program,7,1997-98,28,19,103,17,0,U-18
9,U.S. National Team Development Program,3,1997-98,16,12,68,17,0,USHL
5,U.S. National Team Development Program,1,1997-98,6,6,74,17,0,NAHL
16,University of Maine,12,1998-99,34,28,72,18,0,H-East
4,United States,2,1998-99,6,6,8,18,0,WJC-A
24,University of Maine,13,1999-00,37,37,86,19,0,H-East
1,United States,2,1999-00,7,3,20,19,2,WJC-A
57,Seattle,20,2000-01,58,77,61,20,16,WHL
10,2 Teams,14,2001-02,61,24,74,21,-4,AHL
9,Hartford Wolf Pack,9,2001-02,49,18,60,21,0,AHL
1,Utah Grizzlies,5,2001-02,12,6,14,21,-4,AHL
10,Utah Grizzlies,10,2002-03,58,20,47,22,-3,AHL
13,Utah Grizzlies,4,2003-04,73,17,98,23,-6,AHL
13,Bridgeport Sound Tigers,7,2004-05,64,20,59,24,-1,AHL
45,Alaska Aces,26,2005-06,64,71,143,25,20,ECHL
33,Alaska Aces,17,2006-07,60,50,121,26,14,ECHL
10,Alaska Aces,7,2007-08,24,17,38,27,3,ECHL
