pim,team,assists,plus_minus,points,league,games_played,year,age,goals
140,Laval Insulaires,12,0,18,QAAA,36,1984-85,16,6
167,Shawinigan Cataractes,16,0,20,QMJHL,59,1985-86,17,4
57,Shawinigan Cataractes,16,0,21,QMJHL,31,1986-87,18,5
140,Halifax Citadels,9,0,10,AHL,37,1988-89,20,1
5,Halifax Citadels,0,0,0,AHL,1,1989-90,21,0
