league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,18,0,25,32,8,2,,BOS,[],6.3,0,6,-1,2,0,1994-95,,2,6,0,4
NHL,80,6,26,103,29,1,,BOS,[],14.6,11,14,-9,15,0,1995-96,,4,65,0,13
NHL,34,0,27,54,13,0,,BOS,[],18.5,7,3,-12,10,0,1996-97,,3,45,0,3
NHL,62,2,28,89,24,3,,LAK,[],12.4,10,13,4,11,0,1997-98,,1,70,0,10
NHL,42,2,29,28,5,1,433,LAK,[],10.7,3,2,-9,3,0,1998-99,10:19,0,26,0,1
