assists,team,goals,year,games_played,points,pim,age,plus_minus,league
29,Kitchener Dutchmen,28,2006-07,47,57,70,17,0,ON-Jr.B
0,Kitchener Rangers,0,2006-07,2,0,2,17,0,OHL
24,2 Teams,24,2007-08,62,48,93,18,-21,QMJHL
7,Gatineau Olympiques,5,2007-08,19,12,16,18,-2,QMJHL
17,Drummondville Voltigeurs,19,2007-08,43,36,77,18,-19,QMJHL
42,Drummondville Voltigeurs,52,2008-09,62,94,86,19,0,QMJHL
39,Saint John Sea Dogs,46,2009-10,56,85,38,20,38,QMJHL
18,Binghamton Senators,7,2010-11,74,25,16,21,-22,AHL
3,Elmira Jackals,0,2010-11,4,3,0,21,-1,ECHL
28,Binghamton Senators,21,2011-12,76,49,44,22,-18,AHL
15,Binghamton Senators,13,2012-13,41,28,38,23,9,AHL
37,Binghamton Senators,30,2013-14,51,67,32,24,11,AHL
