even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
1,2,OTT,1,2,25,1,28,NHL,0,16,78,2014-15,6,6.3,,0,3,-3
5,5,OTT,6,10,27,1,86,NHL,0,49,349,2016-17,19,12.2,,1,11,3
