goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
2.2,0,NHL,15,BUF,912,22,8,107,0,40,0,-2.62,1,1,6,0,0,0,0,.902,2002-03,410,2.63,0,[],370
-0.6,0,NHL,3,BUF,178,23,3,0,0,15,0,0,0,0,0,0,0,0,0,.795,2003-04,73,5.06,0,[],58
10.6,0,NHL,48,BUF,2862,25,14,87,2,124,0,18.17,3,1,30,2,0,0,0,.914,2005-06,1440,2.60,0,"[{'link': '/awards/voting-2006.html#calder', 'name': 'Calder-8'}, {'link': '/awards/voting-2006.html#hart', 'name': 'Hart-21'}]",1316
12.7,0,NHL,63,BUF,3692,26,16,94,2,168,0,10.71,6,2,40,2,0,0,0,.911,2006-07,1886,2.73,2,"[{'link': '/awards/voting-2007.html#AS', 'name': 'AS-6'}, {'link': '/awards/voting-2007.html#hart', 'name': 'Hart-20'}, {'link': '/awards/voting-2007.html#vezina', 'name': 'Vezina-6'}]",1718
12.3,12,NHL,76,BUF,4474,27,27,103,1,0,74,-5.87,0,3,36,1,.500,0,37,.906,2007-08,2104,2.64,6,[],1907
12.5,7,NHL,59,BUF,3443,28,18,89,0,145,58,17.25,6,5,34,0,.655,0,38,.918,2008-09,1773,2.53,4,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-13'}, {'link': '/awards/voting-2009.html#byng', 'name': 'Byng-28'}]",1628
0,6,NHL,69,BUF,4047,29,18,81,0,150,67,0,8,5,41,0,.716,0,48,.929,2009-10,2098,2.22,4,"[{'link': '/awards/nhl_all_star.html#2010', 'name': None}, {'link': '/awards/voting-2010.html#byng', 'name': 'Byng-18'}, {'link': '/awards/voting-2010.html#hart', 'name': 'Hart-4'}, {'link': '/awards/vezina.html#2010', 'name': None}]",1948
12.4,9,NHL,66,BUF,3829,30,22,96,2,165,65,6.10,8,5,34,2,.600,0,39,.916,2010-11,1964,2.59,6,"[{'link': '/awards/voting-2011.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2011.html#hart', 'name': 'Hart-26'}]",1799
11.4,7,NHL,61,BUF,3536,31,21,97,0,150,60,4.59,7,6,31,0,.550,0,33,.916,2011-12,1788,2.55,0,[],1638
8.3,4,NHL,40,BUF,2302,32,17,97,0,108,39,3.86,5,0,17,0,.538,0,21,.915,2012-13,0,2.81,2,[],0
12.4,7,NHL,59,TOT,3501,33,0,95,2,154,59,8.42,4,1,25,2,.610,0,36,.918,2013-14,1885,2.64,0,[],1731
10.2,4,NHL,40,BUF,2384,33,22,89,2,108,40,13.58,3,0,15,2,.675,0,27,.923,2013-14,1411,2.72,0,[],1303
2.2,3,NHL,19,STL,1117,33,8,113,0,46,19,-5.16,1,1,10,0,.474,0,9,.903,2013-14,474,2.47,0,[],428
6.6,8,NHL,45,VAN,2542,34,15,105,0,107,45,-4.75,1,6,29,0,.489,0,22,.911,2014-15,1198,2.53,0,[],1091
9.9,2,NHL,51,VAN,3043,35,24,98,1,137,51,2.12,9,1,17,1,.490,0,25,.916,2015-16,1634,2.70,2,[],1497
10.3,7,NHL,54,VAN,3212,36,29,100,1,150,54,0.32,6,3,18,1,.481,0,26,.914,2016-17,1737,2.80,22,[],1587
