assists,year,games_played,points,goals,team,age,pim,plus_minus,league
7,1994-95,5,7,0,P.E.I. Senators,20,0,0,AHL
13,2004-05,12,17,4,Dukla Trencin,30,14,0,Slovakia
15,2010-11,18,21,6,Lokomotiv Yaroslavl,36,4,0,KHL
