goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1968-69,28,360,0,0,0,0,0,0,Toronto Marlboros,0,0,0,4.67,19,OHA-Jr.,0,0,6,0,0,0
0,0,0,1969-70,14,180,0,0,0,0,0,0,Fort Wayne Komets,0,0,0,4.67,20,IHL,0,0,3,0,0,3
0,0,0,1971-72,25,480,0,0,0,0,0,0,Fort Wayne Komets,0,0,0,3.12,22,IHL,0,0,8,0,4,4
0,0,0,1972-73,14,179,0,0,0,0,0,0,Hershey Bears,0,0,0,4.69,23,AHL,0,0,3,0,0,0
