power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,7,2,0,NHL,2012-13,29,0,TOR,134,2,2,-10,0,16,32,,0.0,0
0,3,0,0,NHL,2014-15,31,0,NYI,43,0,0,-1,0,5,12,,0.0,0
