bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,3,[],0,2.16,0,0,NHL,0,28,0,0,0,0,0,0,107,0,1932-33,NYR,17,8.2,0,8,23,0,2970
0,7,[],0,2.27,0,0,NHL,0,29,0,0,0,0,0,0,113,0,1933-34,NYR,19,8.2,0,8,21,0,2990
0,1,[],0,3.64,0,0,NHL,0,30,0,0,0,0,0,0,37,0,1934-35,NYR,7,0.3,0,0,3,10,610
