average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
8:08,13,4,1,0,2,NHL,18,0,0,0,3,10,0,4,0,0,0,0,1,2008-09,CBJ,4,2,0,1,40.0,65,8,[]
8:07,24,2,1,0,2,NHL,19,0,2,8,0,11,66.7,2,1,0,0,0,0,2009-10,CBJ,2,5,0,2,18.2,105,13,[]
12:19,61,7,0,0,4,NHL,20,4,0,8,3,31,0,0,0,0,0,3,4,2010-11,CBJ,0,10,7,1,0.0,283,23,[]
9:49,15,1,0,0,1,NHL,21,1,0,4,1,6,0.0,0,1,0,0,0,1,2011-12,OTT,0,8,1,7,0.0,88,9,[]
