pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Russia,5,0,9,WJ18-A,7,2006-07,16,4
62,CSKA Moscow 2,23,0,47,Russia-3,23,2007-08,17,24
0,CSKA Moscow,0,0,0,Russia,5,2007-08,17,0
10,Russia,5,0,9,WJC-A,7,2007-08,17,4
29,Russia,6,0,9,WJ18-A,6,2007-08,17,3
24,Syracuse Crunch,16,0,32,AHL,39,2008-09,18,16
6,Russia,3,0,11,WJC-A,7,2008-09,18,8
16,CSKA Moscow,13,0,22,KHL,26,2009-10,19,9
6,Russia,5,0,6,WJC-A,6,2009-10,19,1
20,Springfield Falcons,11,-2,20,AHL,36,2010-11,20,9
12,Binghamton Senators,5,3,12,AHL,15,2011-12,21,7
12,CSKA Moscow,4,0,8,KHL,18,2011-12,21,4
24,Salavat Yulayev Ufa,11,0,21,KHL,47,2012-13,22,10
