assists,team,goals,year,games_played,points,pim,age,plus_minus,league
25,Petrolia Jets,29,1979-80,41,54,50,16,0,ON-Jr.B
17,Sudbury Wolves,25,1980-81,65,42,104,17,0,OMJHL
41,Sudbury Wolves,29,1981-82,64,70,144,18,0,OHL
16,Sudbury Wolves,21,1982-83,23,37,65,19,0,OHL
1,Baltimore Skipjacks,2,1982-83,9,3,6,19,0,AHL
17,Baltimore Skipjacks,13,1983-84,52,30,65,20,0,AHL
3,Baltimore Skipjacks,4,1984-85,21,7,31,21,0,AHL
13,Muskegon Mohawks,10,1984-85,30,23,42,21,0,IHL
39,2 Teams,33,1985-86,80,72,135,22,0,IHL
26,Muskegon Lumberjacks,25,1985-86,67,51,110,22,0,IHL
13,Toledo Goaldiggers,8,1985-86,13,21,25,22,0,IHL
37,Milwaukee Admirals,39,1986-87,82,76,78,23,0,IHL
8,Milwaukee Admirals,6,1987-88,28,14,39,24,0,IHL
5,SaiPa Lappeenranta,13,1987-88,21,18,48,24,0,Finland-2
2,2 Teams,0,1988-89,9,2,12,25,0,IHL
1,Flint Spirits,0,1988-89,5,1,4,25,0,IHL
1,Fort Wayne Komets,0,1988-89,4,1,8,25,0,IHL
