game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,0,0,0,2,0,1938-39,0,0,1,0,,NHL,0,0,22,0,[],1,0,,CBH
0,0,0,0,17,5,1939-40,0,0,0,0,,NHL,0,0,23,17,[],5,0,,CBH
0,0,0,0,7,2,1942-43,0,0,4,0,,NHL,0,0,26,0,[],6,0,,TOT
0,0,0,0,4,1,1942-43,0,0,0,0,,NHL,0,0,26,0,[],1,0,,TOR
0,0,0,0,3,1,1942-43,0,0,4,0,,NHL,0,0,26,0,[],5,0,,BOS
0,0,0,0,39,19,1943-44,0,0,14,0,,NHL,0,0,27,2,[],33,0,,TOT
0,0,0,0,3,0,1943-44,0,0,0,0,,NHL,0,0,27,0,[],0,0,,BOS
0,0,0,0,36,19,1943-44,0,0,14,0,,NHL,0,0,27,2,[],33,0,,NYR
0,0,0,0,0,30,1944-45,0,0,24,0,,NHL,0,0,28,10,[],54,0,,NYR
0,0,0,0,0,27,1945-46,0,0,20,0,,NHL,0,0,29,20,[],47,0,,NYR
0,0,0,0,44,10,1946-47,0,0,9,0,,NHL,0,0,30,4,[],19,0,,NYR
