goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1943-44,52,720,0,0,0,0,0,0,Philadelphia Falcons,0,0,0,4.33,17,EAHL,0,0,12,0,6,6
0,0,0,1944-45,47,720,2,0,0,0,0,0,Philadelphia Falcons,1,0,0,3.92,18,EAHL,0,0,12,0,5,5
0,0,0,1945-46,10,180,0,0,0,0,0,0,Hershey Bears,1,0,0,3.33,19,AHL,0,0,3,0,1,2
0,0,0,1946-47,16,660,0,0,0,0,0,0,Hershey Bears,5,0,0,1.45,20,AHL,0,0,11,0,8,3
0,0,0,1947-48,2,20,0,0,0,0,0,0,Hershey Bears,0,0,0,6.00,21,AHL,0,0,1,0,0,0
0,0,0,1948-49,26,694,0,0,0,0,0,0,Hershey Bears,1,0,0,2.25,22,AHL,0,0,11,0,7,4
0,0,0,1950-51,17,415,0,0,0,0,0,0,Hershey Bears,0,0,0,2.46,24,AHL,0,0,6,0,3,3
0,0,0,1951-52,14,348,0,0,0,0,0,0,Hershey Bears,0,0,0,2.41,25,AHL,0,0,5,0,1,4
0,0,0,1952-53,12,189,0,0,0,0,0,0,Hershey Bears,0,0,0,3.81,26,AHL,0,0,3,0,0,3
0,0,0,1953-54,24,570,0,0,0,0,0,0,Hershey Bears,1,0,0,2.53,27,AHL,0,0,9,0,4,5
0,0,0,1955-56,11,180,0,0,0,0,0,0,Owen Sound Mercurys,0,0,0,3.67,29,OHA-Sr.,0,0,3,0,1,2
