goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1943-44,129,1680,0,0,0,0,0,0,Philadelphia Falcons,1,0,0,4.61,17,EAHL,0,0,28,0,0,0
0,0,0,1944-45,160,2100,0,0,0,0,0,0,Philadelphia Falcons,3,0,0,4.57,18,EAHL,0,0,35,0,0,0
0,0,0,1944-45,10,180,1,0,0,0,0,0,Hershey Bears,0,0,0,3.33,18,AHL,0,0,3,0,1,1
0,0,0,1945-46,61,960,5,0,0,0,0,0,Hershey Bears,0,0,0,3.81,19,AHL,0,0,16,0,6,5
0,0,0,1945-46,30,360,0,0,0,0,0,0,3 Teams,1,0,0,5.00,19,EAHL,0,0,6,0,2,0
0,0,0,1945-46,27,240,0,0,0,0,0,0,Baltimore Clippers,0,0,0,6.75,19,EAHL,0,0,4,0,0,0
0,0,0,1945-46,3,60,0,0,0,0,0,0,Philadelphia Falcons,0,0,0,3.00,19,EAHL,0,0,1,0,1,0
0,0,0,1945-46,0,60,0,0,0,0,0,0,New York Rovers,1,0,0,0.00,19,EAHL,0,0,1,0,1,0
0,0,0,1946-47,201,2580,5,0,0,0,0,0,Boston Olympics,1,0,0,4.67,20,EAHL,0,0,43,0,21,17
0,0,0,1946-47,13,260,1,0,0,0,0,0,Hershey Bears,0,0,0,3.00,20,AHL,0,0,5,0,2,1
0,0,0,1947-48,273,4080,13,0,0,0,0,0,Hershey Bears,1,0,0,4.01,21,AHL,0,0,68,0,25,30
0,0,0,1948-49,249,3960,5,0,0,0,0,0,Hershey Bears,3,0,0,3.77,22,AHL,0,0,66,0,28,33
0,0,0,1949-50,270,3840,10,0,0,0,0,0,Hershey Bears,1,0,0,4.22,23,AHL,0,0,64,0,19,35
0,0,0,1950-51,242,4270,4,0,0,0,0,0,Hershey Bears,3,0,0,3.40,24,AHL,0,0,70,0,38,28
0,0,0,1951-52,211,4120,5,0,0,0,0,0,Hershey Bears,4,0,0,3.07,25,AHL,0,0,68,0,35,28
0,0,0,1952-53,214,3870,1,0,0,0,0,0,Hershey Bears,5,0,0,3.32,26,AHL,0,0,64,0,31,32
0,0,0,1953-54,211,3780,4,0,0,0,0,0,Hershey Bears,1,0,0,3.35,27,AHL,0,0,63,0,33,26
0,0,0,1954-55,85,1380,3,0,0,0,0,0,Hershey Bears,0,0,0,3.70,28,AHL,0,0,23,0,9,11
0,0,0,1955-56,74,1230,3,0,0,0,0,0,Owen Sound Mercurys,1,0,0,3.61,29,OHA-Sr.,0,0,20,0,8,9
0,0,0,1956-57,6,60,0,0,0,0,0,0,Philadelphia Ramblers,0,0,0,6.00,30,EHL,0,0,1,0,0,1
