year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1931-32,19,0,8,0,0,MCJHL,10,Montreal St. Francis Xavier,0
1932-33,20,1,15,0,0,MCJHL,10,Montreal St. Francis Xavier,1
1933-34,21,1,20,1,0,MCJHL,7,Montreal St. Francis Xavier,2
1933-34,21,2,36,0,0,MCHL,13,Montreal St. Francis Xavier,2
1935-36,23,0,14,4,0,EAHL,21,Atlantic City Sea Gulls,4
1936-37,24,3,30,3,0,QSHL,21,Montreal Sr. Canadiens,6
1937-38,25,6,32,7,0,MCHL,21,Montreal Concordia,13
1939-40,27,0,14,4,0,IAHL,22,Providence Reds,4
1940-41,28,18,86,20,0,QPHL,33,St-Jerome Papermakers,38
1941-42,29,1,40,21,0,QPHL,28,Shawinigan Cataracts,22
