pim,team,assists,plus_minus,points,league,games_played,year,age,goals
13,Oshawa Generals,1,0,1,OHA-Jr.,6,1947-48,19,0
6,Toronto Marlboros,5,0,11,OHA-Sr.,10,1948-49,20,6
10,Toronto Marlboros,5,0,9,Al-Cup,13,1948-49,20,4
4,Toronto Marlboros,4,0,9,OHA-Sr.,14,1949-50,21,5
17,Toronto Marlboros,9,0,17,Al-Cup,17,1949-50,21,8
8,Pittsburgh Hornets,1,0,7,AHL,13,1950-51,22,6
6,Pittsburgh Hornets,2,0,3,AHL,11,1951-52,23,1
10,Pittsburgh Hornets,3,0,5,AHL,10,1952-53,24,2
2,Cleveland Barons,3,0,7,AHL,9,1953-54,25,4
0,Buffalo Bisons,0,0,5,AHL,10,1954-55,26,5
4,Buffalo Bisons,1,0,4,AHL,5,1955-56,27,3
0,Calgary Stampeders,9,0,11,WHL,14,1957-58,29,2
4,Calgary Stampeders,0,0,4,WHL,8,1958-59,30,4
0,Clinton Comets,1,0,1,EHL,4,1960-61,32,0
