age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0.0,0,1,-2,NHL,2,0,1976-77,0,2,0,,0,2,,CBH,1
23,,9.1,1,4,-5,NHL,4,0,1977-78,0,11,1,,0,2,,CBH,5
24,,4.5,1,0,-2,NHL,4,0,1978-79,0,22,1,,0,6,,CBH,1
25,,12.5,2,4,-2,NHL,7,0,1979-80,0,16,2,,0,6,,CBH,6
26,,0.0,0,0,-5,NHL,3,0,1980-81,0,10,0,,0,2,,CBH,0
27,,2.1,1,6,0,NHL,15,0,1981-82,0,48,1,,0,16,,CBH,7
28,,5.3,1,3,3,NHL,13,0,1982-83,0,38,2,,1,10,,CBH,5
29,,17.6,2,1,-2,NHL,5,0,1983-84,0,17,3,,1,6,,CBH,4
30,,9.4,2,6,-9,NHL,15,0,1984-85,0,32,3,,1,20,,CBH,9
31,,0.0,0,2,-4,NHL,3,0,1985-86,0,6,0,,0,0,,CBH,2
32,,9.1,1,0,-2,NHL,4,0,1986-87,0,11,1,,0,4,,CHI,1
33,,16.7,0,3,-1,NHL,5,0,1987-88,0,6,1,,1,2,,CHI,4
34,,8.0,1,3,1,NHL,16,0,1988-89,0,25,2,,1,22,,CHI,5
35,,6.7,2,4,8,NHL,16,0,1989-90,0,30,2,,0,8,,CHI,6
