giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
5,NHL,8,0,21,0,6,3,0,14,0,110,DAL,1,0,[],0.0,0,0,-3,0,0,0,2013-14,11,13:46,0,6,0,0
8,NHL,22,0,22,0,41,16,3,28,0,357,DAL,3,0,[],0.0,0,3,0,0,0,0,2014-15,21,16:13,0,6,0,3
19,NHL,38,0,23,0,82,36,8,58,1,594,DAL,5,0,[],0.0,0,8,-1,0,0,0,2015-16,47,15:37,0,14,0,7
18,NHL,40,0,24,0,91,46,3,45,0,631,DAL,10,0,[],0.0,0,3,-4,0,0,0,2016-17,47,15:47,0,14,0,3
