year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1994-95,15,65,20,66,0,MTHL,53,Mississauga Reps,131
1995-96,16,22,38,39,0,OHL,61,Barrie Colts,61
1995-96,16,1,4,1,0,U-18,5,Canada,2
1996-97,17,45,49,48,0,OHL,62,Barrie Colts,93
1997-98,18,35,38,40,25,OHL,57,Barrie Colts,75
1998-99,19,43,58,62,57,OHL,58,Barrie Colts,105
1999-00,20,25,56,41,-6,AHL,80,Saint John Flames,66
2000-01,21,15,48,21,5,AHL,50,Saint John Flames,36
2001-02,22,10,37,27,-3,AHL,75,Worcester IceCats,37
2002-03,23,9,44,18,2,AHL,69,Bridgeport Sound Tigers,27
2003-04,24,7,16,11,0,Finland,36,Lukko Rauma,18
2004-05,25,23,32,33,0,Italy,34,HC Milano,56
2005-06,26,13,55,31,0,Italy,30,HC Milano,44
2006-07,27,9,36,23,0,Germany,48,ERC Ingolstadt,32
2007-08,28,17,54,16,0,Germany,44,Fuchse Duisburg,33
2008-09,29,3,34,8,0,Germany,37,Fuchse Duisburg,11
2009-10,30,11,18,34,6,ECHL,46,Charlotte Checkers,45
2009-10,30,0,6,2,-2,AHL,12,3 Teams,2
2009-10,30,0,2,0,0,AHL,3,Syracuse Crunch,0
2009-10,30,0,4,2,-1,AHL,7,Rochester Americans,2
2009-10,30,0,0,0,-1,AHL,2,Hartford Wolf Pack,0
