year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1984-85,17,2,45,7,0,OHL,17,Peterborough Petes,9
1985-86,18,1,50,2,0,OHL,16,Peterborough Petes,3
1986-87,19,1,8,4,0,OHL,3,Peterborough Petes,5
1987-88,20,0,16,2,0,IHL,6,Fort Wayne Komets,2
1990-91,23,0,12,0,0,AHL,4,Baltimore Skipjacks,0
1991-92,24,0,56,1,0,AHL,8,Moncton Hawks,1
1992-93,25,0,6,0,0,AHL,3,Moncton Hawks,0
1993-94,26,2,60,3,0,AHL,21,Moncton Hawks,5
1995-96,28,1,32,6,0,AHL,10,Springfield Falcons,7
1996-97,29,2,66,3,0,AHL,17,Springfield Falcons,5
1997-98,30,0,2,2,0,AHL,4,Springfield Falcons,2
1998-99,31,0,4,0,0,AHL,3,Springfield Falcons,0
1999-00,32,2,4,3,0,AHL,10,Hamilton Bulldogs,5
2002-03,35,0,4,2,1,AHL,6,Springfield Falcons,2
