game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-3,10,0,22,3,1975-76,0,0,1,0,,WHA,10.0,0,20,28,[],4,0,,DOT
2,-11,31,0,29,4,1976-77,3,0,6,0,,NHL,19.4,1,21,23,[],10,6,,CLR
0,-20,76,0,68,11,1977-78,11,0,10,0,,NHL,13.2,0,22,47,[],21,10,,CLR
3,-30,85,0,77,8,1978-79,7,0,20,2,,NHL,23.5,1,23,68,[],28,18,,CLR
4,-24,98,0,75,24,1979-80,17,0,19,5,,NHL,19.4,7,24,76,[],43,14,,CLR
0,-11,65,0,65,16,1980-81,12,0,11,3,,NHL,16.9,4,25,70,[],27,8,,CLR
0,-8,47,0,59,8,1981-82,8,0,9,0,,NHL,19.1,0,26,177,[],17,9,,VAN
0,-6,38,0,56,8,1982-83,8,0,5,0,,NHL,13.2,0,27,87,[],13,5,,VAN
0,-2,18,0,64,2,1983-84,2,0,2,0,,NHL,11.1,0,28,68,[],4,2,,VAN
0,-8,13,0,31,2,1984-85,2,0,1,0,,NHL,7.7,0,29,51,[],3,1,,VAN
