pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Windsor Spitfires,0,0,0,OHA-Jr.,1,1949-50,17,0
4,Detroit Hettche,0,0,0,IHL,3,1949-50,17,0
10,Edmonton Flyers,5,0,5,WHL,15,1952-53,20,0
2,Sherbrooke Saints,0,0,0,QHL,2,1953-54,21,0
2,Quebec Aces,0,0,0,QHL,4,1954-55,22,0
4,Edmonton Flyers,0,0,0,WHL,3,1955-56,23,0
2,Rochester Americans,2,0,2,AHL,2,1962-63,30,0
0,Rochester Americans,0,0,1,AHL,2,1963-64,31,1
16,Rochester Americans,1,0,1,AHL,10,1964-65,32,0
8,Rochester Americans,2,0,2,AHL,12,1965-66,33,0
16,Rochester Americans,1,0,1,AHL,13,1966-67,34,0
