assists,year,games_played,points,goals,team,age,pim,plus_minus,league
31,1995-96,43,50,19,Cap-de-Madeleine Estacades,16,71,0,QAAA
7,1996-97,61,14,7,Halifax Mooseheads,17,181,-1,QMJHL
11,1997-98,64,26,15,2 Teams,18,63,-8,QMJHL
0,1997-98,7,1,1,Halifax Mooseheads,18,7,-4,QMJHL
11,1997-98,57,25,14,Val-d\'Or Foreurs,18,56,-4,QMJHL
74,1998-99,67,116,42,Val-d\'Or Foreurs,19,63,-5,QMJHL
88,1999-00,72,135,47,2 Teams,20,63,6,QMJHL
53,1999-00,41,82,29,Val-d\'Or Foreurs,20,45,-11,QMJHL
35,1999-00,31,53,18,Halifax Mooseheads,20,18,17,QMJHL
32,2000-01,60,55,23,2 Teams,21,37,0,ECHL
3,2000-01,11,5,2,Johnstown Chiefs,21,4,0,ECHL
29,2000-01,49,50,21,Tallahassee Tiger Sharks,21,33,0,ECHL
13,2001-02,19,25,12,Charlotte Checkers,22,2,0,ECHL
15,2001-02,38,23,8,Hartford Wolf Pack,22,16,0,AHL
16,2002-03,50,24,8,Hartford Wolf Pack,23,41,15,AHL
14,2003-04,35,24,10,Hartford Wolf Pack,24,18,17,AHL
10,2003-04,19,20,10,Charlotte Checkers,24,10,1,ECHL
