pim,team,assists,plus_minus,points,league,games_played,year,age,goals
166,Regina Caps,3,0,5,SJHL,35,1998-99,16,2
166,2 Teams,0,-5,0,WHL,38,1999-00,17,0
17,Regina Pats,0,-2,0,WHL,5,1999-00,17,0
149,Prince George Cougars,0,-3,0,WHL,33,1999-00,17,0
245,Prince George Cougars,8,-9,9,WHL,61,2000-01,18,1
194,2 Teams,8,-6,9,WHL,48,2001-02,19,1
16,Prince George Cougars,0,-3,0,WHL,2,2001-02,19,0
178,Medicine Hat Tigers,8,-3,9,WHL,46,2001-02,19,1
65,Medicine Hat Tigers,2,-2,3,WHL,27,2002-03,20,1
240,Louisiana IceGators,2,-3,3,ECHL,33,2002-03,20,1
207,Houston Aeros,4,-7,4,AHL,53,2003-04,21,0
259,Houston Aeros,4,0,5,AHL,56,2004-05,22,1
