age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,10.0,1,2,1,NHL,7,0,1989-90,0,10,1,,0,10,,WIN,3
23,,0.0,0,0,-3,NHL,7,0,1991-92,0,9,0,,0,0,,WIN,0
24,,11.1,0,1,-4,NHL,6,0,1992-93,0,9,1,,1,2,,WIN,2
27,,0.0,0,0,-3,NHL,6,0,1995-96,0,6,0,,0,2,,WIN,0
28,,15.8,2,3,3,NHL,7,0,1996-97,1,19,3,,1,0,,PHX,6
29,,0,0,0,0,NHL,1,0,1997-98,0,0,0,,0,0,,PHX,0
30,,11.1,0,1,-5,NHL,7,0,1998-99,0,18,2,183,2,4,,PHX,3
31,,8.3,1,1,1,NHL,5,0,1999-00,0,12,1,116,0,0,,PHX,2
33,,0.0,0,0,0,NHL,4,0,2001-02,0,6,0,102,0,2,,PHX,0
35,,0.0,0,1,-1,NHL,4,0,2003-04,0,3,0,77,0,0,,DAL,1
37,,14.3,0,1,3,NHL,12,0,2005-06,0,7,1,225,1,4,,BUF,2
38,,0.0,0,4,0,NHL,16,0,2006-07,0,9,0,313,0,4,,BUF,4
