giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,1,0,20,0,0,0,0,0,0,,NYI,0,0,[],0,0,0,0,0,0,0,1995-96,0,,0,7,0,0
0,NHL,28,0,22,0,0,8,2,0,0,,TOT,0,0,[],0.0,0,2,-2,0,0,0,1997-98,0,,0,65,0,2
0,NHL,17,0,22,0,0,3,1,0,0,,NYI,0,0,[],0.0,0,1,1,0,0,0,1997-98,0,,0,36,0,1
0,NHL,11,0,22,0,0,5,1,0,0,,VAN,0,0,[],0.0,0,1,-3,0,0,0,1997-98,0,,0,29,0,1
0,NHL,65,0,23,0,0,25,3,0,0,833,VAN,0,0,[],0.0,0,3,-19,0,0,0,1998-99,0,12:49,0,114,1,2
0,NHL,63,0,24,0,0,18,4,0,0,958,VAN,0,0,[],5.6,1,3,-13,1,0,0,1999-00,0,15:12,0,64,0,3
0,NHL,60,1,25,0,0,21,5,0,0,599,VAN,0,0,[],4.8,1,4,16,1,0,0,2000-01,0,9:59,0,64,0,4
0,NHL,44,0,26,0,0,13,6,0,0,429,VAN,0,0,[],15.4,2,4,4,2,0,0,2001-02,0,9:45,0,96,0,4
0,NHL,48,0,27,0,0,19,5,0,0,409,CHI,0,0,[],10.5,2,3,-4,2,0,0,2002-03,0,8:32,0,87,0,3
0,NHL,54,0,28,0,0,32,4,0,0,805,CHI,0,0,[],3.1,1,3,-16,1,0,0,2003-04,0,14:55,0,73,0,3
0,NHL,65,0,30,0,0,31,7,0,0,1009,NYR,0,0,[],9.7,3,4,-10,3,0,0,2005-06,0,15:31,0,66,0,4
0,NHL,8,0,31,0,0,3,0,0,0,109,NYR,0,0,[],0.0,0,0,0,0,0,0,2006-07,0,13:40,0,2,0,0
21,NHL,52,1,32,0,45,21,2,65,0,673,NYR,16,0,[],4.8,1,1,0,1,0,0,2007-08,42,12:57,0,40,0,1
25,NHL,71,0,33,0,67,32,9,73,0,896,EDM,16,0,[],6.3,2,7,-4,2,0,0,2008-09,63,12:38,0,60,1,6
56,NHL,72,0,34,0,59,19,6,55,0,1219,EDM,17,0,[],0.0,0,6,-18,0,0,0,2009-10,138,16:56,0,50,0,6
16,NHL,43,0,35,0,36,9,2,43,0,648,EDM,8,0,[],0.0,0,2,-16,0,0,0,2010-11,63,15:04,0,23,0,2
