offensive_point_share,name,even_strength_goals,shorthanded_goals,plus_minus,shotsPercentage,age,shots,assists,positions,overall_point_share,points,games_played,power_play_assists,defensive_point_share,game_winning_goals,power_play_goals,total_ice_time,shorthanded_assists,goals,even_strength_assists,average_ice_time,pim
4.2,Ron Francis,20,0,-23,12.3,21,195,57,C,5.0,81,80,27,0.7,1,4,,0,24,30,,66
4.0,Sylvain Turgeon,20,0,-10,16.8,20,185,31,LW,4.8,62,64,16,0.8,3,11,,0,31,15,,67
3.3,Ray Neufeld,15,0,-29,15.3,25,176,35,RW,3.8,62,76,13,0.5,2,12,,0,27,22,,129
2.8,Greg Malone,16,0,-16,16.8,28,131,39,C,3.7,61,76,10,0.8,4,6,,0,22,29,,67
2.7,Mark Johnson,9,0,-24,17.8,27,107,28,LW,2.9,47,49,12,0.2,2,10,,0,19,16,,21
2.4,Risto Siltanen,4,0,-24,6.9,26,174,33,D,5.8,45,76,24,3.3,2,8,,0,12,9,,30
2.4,Kevin Dineen,13,4,-6,17.7,21,141,16,RW,3.2,41,57,4,0.8,2,8,,0,25,12,,120
0.8,Torrie Robertson,10,0,-13,15.3,23,72,30,LW,1.6,41,74,8,0.9,3,1,,0,11,22,,337
1.2,Bob Crawford,12,0,-3,15.6,25,90,14,RW,1.9,28,45,2,0.7,0,2,,0,14,12,,8
1.0,Ray Ferraro,5,0,-1,18.6,20,59,17,C,1.7,28,44,6,0.7,2,6,,0,11,11,,40
0.7,Dave Lumley,7,0,-17,10.4,30,77,20,RW,1.0,28,48,4,0.4,0,1,,0,8,16,,98
0.4,Joel Quenneville,6,0,-15,8.0,26,75,16,D,4.3,22,79,1,4.0,2,0,,1,6,14,,96
-1.3,Dave Tippett,7,0,-24,7.1,23,98,12,LW,-0.6,19,80,1,0.7,0,0,,1,7,10,,12
-1.2,Mike Zuke,4,0,-4,7.4,30,54,12,C,-0.2,16,67,0,1.0,1,0,,1,4,11,,12
0.1,Pat Boutette,6,0,-6,14.0,32,43,8,LW,0.5,14,33,0,0.4,2,0,,0,6,8,,51
0.0,Paul Fenton,7,0,6,13.2,25,53,5,LW,0.8,12,33,0,0.7,2,0,,0,7,5,,10
-0.3,Sylvain Cote,2,0,-30,3.3,19,90,9,D,2.2,12,67,3,2.5,1,1,,0,3,6,,17
-0.7,Mike Crombeen,3,1,0,12.9,27,31,7,RW,0.0,11,46,0,0.8,1,0,,1,4,6,,16
-0.2,Paul MacDermid,4,0,3,14.8,21,27,7,RW,0.4,11,31,0,0.6,0,0,,0,4,7,,29
0.5,Tony Currie,2,0,-4,15.0,27,20,8,RW,0.6,11,13,4,0.1,0,1,,0,3,4,,12
-0.3,Mark Fusco,3,0,-15,4.3,23,70,8,D,2.7,11,63,0,3.0,0,0,,0,3,8,,40
0.0,Scot Kleinendorst,1,0,-10,6.3,25,16,8,D,1.6,9,35,1,1.6,0,0,,0,1,7,,69
0.2,Chris Kotsopoulos,4,0,2,12.8,26,39,3,D,2.3,8,33,0,2.1,0,1,,0,5,3,,53
-0.1,Ulf Samuelsson,2,0,-6,6.3,20,32,6,D,2.0,8,41,0,2.2,0,0,,0,2,6,,83
-0.1,Randy Pierce,3,0,-4,12.5,27,24,2,RW,0.1,5,17,0,0.2,0,0,,0,3,2,,8
-0.2,Wally Weir,2,0,-7,8.3,30,24,3,D,1.5,5,34,0,1.7,0,0,,0,2,3,,56
0.1,Jack Brownschidle,0,0,0,3.7,29,27,4,D,1.1,5,17,0,1.0,0,1,,0,1,4,,5
0.2,Richie Dunn,1,0,-3,5.9,27,17,4,D,0.8,5,13,1,0.6,0,0,,0,1,3,,2
0.1,Mark Paterson,1,0,-6,11.1,20,9,3,D,0.6,4,13,0,0.5,0,0,,0,1,3,,24
-0.2,David Jensen,0,0,-1,0.0,19,11,4,C,0.0,4,13,0,0.2,0,0,,0,0,4,,6
-0.2,Marty Howe,1,0,-4,4.3,30,23,1,D,0.8,2,19,0,0.9,0,0,,0,1,1,,10
-0.1,Dean Evason,0,0,6,0.0,20,3,0,C,0.1,0,2,0,0.2,1,0,,0,0,0,,0
0.0,Mike Hoffman,0,0,0,,21,0,0,LW,0.0,0,1,0,0.0,0,0,,0,0,0,,0
0.0,Mike Liut,0,0,0,,29,0,0,G,3.3,0,13,0,0.0,0,0,,0,0,0,,2
0.0,Greg Millen,0,0,0,,27,0,0,G,5.1,0,44,0,0.0,0,0,,0,0,0,,4
0.0,Ed Staniowski,0,0,0,,29,0,0,G,0.1,0,1,0,0.0,0,0,,0,0,0,,0
0.0,Steve Weeks,0,0,0,,26,0,0,G,3.5,0,23,0,0.0,0,0,,0,0,0,,0
