pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Dynamo Minsk,0,0,0,USSR-2,3,1984-85,16,0
0,Soviet Union,2,0,2,EJC-A,5,1985-86,17,0
20,Dynamo Minsk,5,0,7,USSR-2,50,1987-88,19,2
2,Dynamo Minsk,1,0,2,USSR,7,1988-89,20,1
32,Dynamo Minsk,12,0,28,USSR,47,1989-90,21,16
28,Dynamo Moscow,8,0,17,USSR,44,1990-91,22,9
0,Dynamo Moscow,0,0,0,Fr-Tour,1,1990-91,22,0
2,Dynamo Moscow,1,0,2,Super-S,7,1990-91,22,1
20,Dynamo Moscow,9,0,19,CIS,38,1991-92,23,10
0,Dynamo Moscow 2,1,0,6,CIS-3,3,1991-92,23,5
0,HC Fribourg-Gotteron,0,0,0,Swiss,1,1991-92,23,0
59,Indianapolis Ice,25,0,51,IHL,66,1992-93,24,26
60,2 Teams,23,0,29,IHL,61,1993-94,25,6
2,Indianapolis Ice,1,0,1,IHL,4,1993-94,25,0
58,Kalamazoo Wings,22,0,28,IHL,57,1993-94,25,6
4,Tivali Minsk,1,0,2,CIS,4,1994-95,26,1
0,Tivali Minsk,7,0,18,Belarus,10,1994-95,26,11
18,HPK Hameenlinna,9,0,17,Finland,17,1994-95,26,8
6,Belarus,1,0,2,WC-C,4,1994-95,26,1
75,HPK Hameenlinna,15,0,33,Finland,43,1995-96,27,18
6,Belarus,6,0,10,WC-B,7,1995-96,27,4
26,HPK Hameenlinna,28,0,45,Finland,42,1996-97,28,17
8,Belarus,7,0,12,WC-B,7,1996-97,28,5
22,HPK Hameenlinna,9,0,16,Finland,25,1997-98,29,7
8,Belarus,2,0,3,Olympics,6,1997-98,29,1
12,Belarus,3,0,4,WC-A,6,1997-98,29,1
16,HC Bolzano,14,0,37,Alpenliga,35,1998-99,30,23
4,HC Bolzano,0,0,0,Italy,2,1998-99,30,0
8,Krefeld Pinguine,4,0,9,Germany,13,1998-99,30,5
2,Belarus,0,0,2,WC-A,6,1998-99,30,2
12,EHC Neuwied,10,0,20,German-2,17,1999-00,31,10
44,Revier Lowen Oberhausen,28,0,44,Germany,43,1999-00,31,16
2,Belarus,2,0,3,WC-A,3,1999-00,31,1
28,Revier Lowen Oberhausen,13,0,24,Germany,56,2000-01,32,11
6,Belarus,1,0,2,WC-A,6,2000-01,32,1
30,Khimik Voskresensk,25,0,39,Russia-2,49,2001-02,33,14
34,Khimik Moscow Region,5,0,7,Russia-2,16,2002-03,34,2
4,Wolfe Freiburg,4,0,13,German-2,15,2002-03,34,9
12,HK Gomel,10,0,17,EEHL,28,2003-04,35,7
16,HK Gomel,14,0,28,Belarus,32,2003-04,35,14
46,Dynamo Minsk,15,0,23,BelOpen,40,2004-05,36,8
