year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1985-86,21,2,6,4,0,Sweden-2,5,Stromsbro/Gavle Hockey 83 Gavle,6
1988-89,24,0,4,0,0,Sweden,4,Brynas IF Gavle,0
1990-91,26,0,14,12,0,IHL,11,Phoenix Roadrunners,12
1991-92,27,0,2,1,0,Sweden,5,Brynas IF Gavle,1
1993-94,29,0,20,7,0,Sweden-2,9,Bodens IK,7
1994-95,30,5,10,6,0,Sweden-2,10,Bodens IK,11
1995-96,31,3,16,3,0,Sweden,13,Lulea HF,6
1996-97,32,1,31,4,0,Sweden,10,Lulea HF,5
1997-98,33,0,16,1,0,Germany,4,Hannover Scorpions,1
1998-99,34,2,18,1,0,Sweden,8,MIF Redhawks Malmo,3
1999-00,35,0,12,1,0,Sweden,6,MIF Redhawks Malmo,1
