assists,year,games_played,points,goals,team,age,pim,plus_minus,league
30,1978-79,49,40,10,Royal York Royals,16,44,0,ON-Jr.A
57,1979-80,43,70,13,Royal York Royals,17,102,0,ON-Jr.A
15,1980-81,42,20,5,University of Wisconsin,18,42,0,WCHA
37,1981-82,46,44,7,University of Wisconsin,19,84,0,WCHA
42,1982-83,49,61,19,University of Wisconsin,20,100,0,WCHA
17,1983-84,61,28,11,Canada,21,44,0,Nat-Tm
1,1983-84,7,4,3,Canada,21,10,0,Olympics
6,1983-84,12,8,2,Maine Mariners,21,15,0,AHL
7,1985-86,15,11,4,Maine Mariners,23,16,0,AHL
0,1986-87,8,0,0,Canada,24,4,0,WEC-A
