game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-2,5,0,4,2,1983-84,2,0,0,0,,NHL,0.0,0,21,0,[],2,0,,NJD
0,-22,143,1,67,23,1984-85,10,1,9,3,,NHL,6.3,12,22,36,[],32,5,,NJD
1,9,64,0,40,15,1985-86,9,0,3,1,,NHL,4.7,6,23,32,[],18,2,,NJD
0,-26,132,1,74,28,1986-87,15,0,6,0,,NHL,4.5,12,24,36,[],34,6,,NJD
0,7,190,0,74,40,1987-88,13,0,15,7,,NHL,7.9,27,25,68,[],55,8,,NJD
0,0,69,0,27,15,1988-89,5,0,1,1,,NHL,1.4,10,26,24,[],16,0,,NJD
0,6,185,1,75,46,1989-90,27,0,7,1,,NHL,3.8,18,27,63,[],53,6,,NJD
2,11,195,1,73,36,1990-91,20,0,9,7,,NHL,4.6,15,28,62,[],45,2,,NJD
1,5,205,4,78,35,1991-92,18,1,7,3,,NHL,3.4,13,29,66,[],42,3,,NJD
0,-10,177,1,83,40,1992-93,21,0,14,6,,NHL,7.9,18,30,66,[],54,8,,NJD
0,29,109,1,66,24,1993-94,9,1,8,3,,NHL,7.3,14,31,63,[],32,4,,NJD
1,-1,62,0,41,12,1994-95,4,0,4,1,,NHL,6.5,8,32,18,[],16,3,,NJD
0,2,140,0,66,34,1995-96,15,0,3,3,,NHL,2.1,19,33,42,[],37,0,,NYR
2,8,154,0,79,25,1996-97,13,0,5,2,,NHL,3.2,12,34,48,[],30,3,,NYR
0,-3,116,0,75,15,1997-98,11,0,5,1,,NHL,4.3,4,35,46,[],20,4,,NYR
