year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1975-76,18,14,78,19,0,QMJHL,72,Quebec Remparts,33
1976-77,19,16,89,16,0,QMJHL,68,Quebec Remparts,32
1977-78,20,1,2,0,0,OHA-Sr.,11,Mississauga Reps,1
1978-79,21,14,112,26,0,NEHL,67,Erie Blades,40
1979-80,22,12,117,13,0,EHL,69,Erie Blades,25
1980-81,23,0,12,0,0,AHL,3,Rochester Americans,0
1980-81,23,3,179,18,0,EHL,70,Erie Blades,21
1981-82,24,5,204,4,0,AHL,65,Rochester Americans,9
1982-83,25,3,88,4,0,AHL,68,Rochester Americans,7
1983-84,26,1,122,2,0,AHL,62,Rochester Americans,3
1984-85,27,1,70,4,0,AHL,55,Rochester Americans,5
1985-86,28,0,162,3,0,AHL,80,St. Catharines Saints,3
1986-87,29,4,71,3,0,AHL,74,Newmarket Saints,7
1987-88,30,0,11,0,0,AHL,9,Baltimore Skipjacks,0
1987-88,30,2,26,0,0,IHL,8,Flint Spirits,2
