average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
6:58,0,2,0,0,0,NHL,22,1,0,19,0,16,0,1,0,0,0,0,0,2000-01,SJS,1,0,1,0,6.3,146,21,[]
8:27,0,22,2,0,0,NHL,23,13,0,43,22,63,0,9,0,0,0,0,0,2001-02,SJS,9,0,13,0,14.3,457,54,[]
7:54,0,5,0,0,0,NHL,24,3,0,37,-1,21,0,2,0,0,0,0,0,2002-03,SJS,2,0,3,0,9.5,363,46,[]
12:48,0,16,1,0,0,NHL,25,8,0,65,-27,85,0,7,0,0,0,1,0,2003-04,PIT,7,0,9,0,8.2,1049,82,[]
12:36,0,19,1,0,0,NHL,27,11,0,72,-8,87,0,7,0,0,1,0,0,2005-06,WSH,7,0,12,0,8.0,932,74,[]
11:55,0,13,0,0,0,NHL,28,8,0,47,-5,77,0,4,0,0,1,0,0,2006-07,WSH,4,0,9,0,5.2,679,57,[]
10:00,173,18,2,1,17,NHL,29,11,14,74,1,111,43.8,5,18,1,0,0,21,2007-08,WSH,7,126,11,20,6.3,770,77,[]
10:37,166,11,1,0,16,NHL,30,6,10,59,-1,98,41.7,5,14,0,0,0,21,2008-09,WSH,5,115,6,22,5.1,859,81,[]
11:02,193,24,5,1,19,NHL,31,14,11,47,6,98,39.3,9,17,0,0,0,27,2009-10,WSH,10,112,14,8,10.2,849,77,[]
10:29,103,11,0,0,15,NHL,32,7,4,68,-3,58,40.0,4,6,0,0,0,12,2010-11,WSH,4,156,7,5,6.9,640,61,[]
10:52,61,8,0,0,11,NHL,33,5,12,31,-3,35,42.9,3,16,0,0,0,7,2011-12,FLA,3,134,5,2,8.6,489,45,[]
