even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,2,NYI,0,0,22,0,,NHL,0,15,,1974-75,0,0.0,,0,2,-1
0,0,NYI,2,2,23,0,,NHL,0,15,,1975-76,13,13.3,,1,2,0
0,1,NYI,0,0,24,0,,NHL,0,7,,1976-77,12,0.0,,0,1,1
0,0,NYI,0,4,25,0,,NHL,0,10,,1977-78,7,0.0,,0,0,0
1,0,NYI,2,0,26,0,,NHL,0,10,,1978-79,10,20.0,,0,2,0
0,4,NYI,3,2,27,1,,NHL,0,10,,1979-80,0,30.0,SC,0,7,5
0,0,NYI,0,0,28,0,,NHL,0,0,,1980-81,1,0,SC,0,0,2
