assists,year,games_played,points,goals,team,age,pim,plus_minus,league
70,1973-74,70,125,55,Montreal Juniors,16,4,0,QMJHL
74,1974-75,72,158,84,Montreal Juniors,17,45,0,QMJHL
63,1975-76,70,132,69,Montreal Juniors,18,6,0,QMJHL
83,1976-77,71,153,70,Montreal Juniors,19,52,0,QMJHL
29,1977-78,81,60,31,Nova Scotia Voyageurs,20,21,0,AHL
31,1978-79,48,58,27,Nova Scotia Voyageurs,21,10,0,AHL
1,1982-83,3,3,2,Sherbrooke Jets,25,2,0,AHL
24,1983-84,27,38,14,Binghamton Whalers,26,6,0,AHL
33,1984-85,38,74,41,EHC Biel-Bienne,27,0,0,Swiss
45,1985-86,36,89,44,EHC Biel-Bienne,28,0,0,Swiss
42,1986-87,35,72,30,EHC Biel-Bienne,29,0,0,Swiss
35,1987-88,37,85,50,EHC Biel-Bienne,30,0,0,Swiss
37,1988-89,36,75,38,EHC Biel-Bienne,31,0,0,Swiss
26,1990-91,36,49,23,EHC Biel-Bienne,33,0,0,Swiss
48,1991-92,25,91,43,HC Ajoie,34,0,0,Swiss-2
17,1992-93,25,32,15,HC Ajoie,35,20,0,Swiss
