age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
18,,0,0,0,0,NHL,3,0,1936-37,0,0,0,,0,0,,BOS,0
19,,0,0,0,0,NHL,3,0,1937-38,0,0,0,,0,0,,BOS,0
20,SC,0,0,3,0,NHL,0,0,1938-39,0,0,3,,0,2,,BOS,6
21,,0,0,0,0,NHL,6,0,1939-40,0,0,0,,0,0,,BOS,0
22,SC,0,0,6,0,NHL,0,0,1940-41,0,0,5,,0,9,,BOS,0
27,,0,0,5,0,NHL,0,0,1945-46,0,0,3,,0,2,,BOS,8
28,,0,0,1,0,NHL,5,0,1946-47,0,0,3,,0,4,,BOS,4
29,,0,0,5,0,NHL,5,0,1947-48,0,0,2,,0,2,,BOS,7
30,,0,0,2,0,NHL,4,0,1948-49,0,0,0,,0,8,,BOS,2
32,,0,0,1,0,NHL,6,0,1950-51,0,0,0,,0,7,,BOS,1
33,,0,0,1,0,NHL,7,0,1951-52,0,0,2,,0,0,,BOS,3
34,,0,0,1,0,NHL,10,0,1952-53,0,0,5,,0,6,,BOS,6
35,,0,0,0,0,NHL,4,0,1953-54,0,0,1,,0,20,,BOS,1
