year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1933-34,15,2,2,4,0,OHA-B,7,Kitchener Empires,6
1934-35,16,20,14,6,0,OHA-Jr.,17,Kitchener Greenshirts,26
1935-36,17,4,2,3,0,OHA-Jr.,5,Kitchener Greenshirts,7
1936-37,18,8,12,1,0,IAHL,23,Providence Reds,9
