assists,team,goals,year,games_played,points,pim,age,plus_minus,league
4,Adler Mannheim,5,1994-95,10,9,12,17,0,Germany
2,Adler Mannheim,3,1995-96,8,5,6,18,0,Germany
3,Adler Mannheim,3,1996-97,9,6,4,19,0,Germany
1,Adler Mannheim,1,1997-98,10,2,14,20,0,Germany
1,Worcester IceCats,1,1998-99,4,2,2,21,0,AHL
10,Adler Mannheim,10,2004-05,14,20,14,27,0,Germany
