age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0,0,0,-1,NHL,1,0,1980-81,0,0,0,,0,0,,STL,0
23,,23.1,1,2,-3,NHL,4,0,1981-82,1,13,3,,2,26,,WIN,5
24,,20.0,0,2,-3,NHL,3,0,1982-83,0,5,1,,1,6,,WIN,3
25,,10.0,1,0,-3,NHL,3,0,1983-84,0,10,1,,0,0,,WIN,1
26,,15.0,1,4,-2,NHL,8,0,1984-85,0,20,3,,2,4,,WIN,7
27,,16.7,1,0,-2,NHL,2,0,1985-86,0,6,1,,0,7,,WIN,1
28,,21.7,3,2,-2,NHL,10,0,1986-87,0,23,5,,2,16,,WIN,7
29,,18.2,0,0,-7,NHL,5,0,1987-88,0,11,2,,2,23,,WIN,2
30,,20.0,1,1,-2,NHL,5,0,1988-89,0,5,1,,0,8,,DET,2
31,,28.6,1,3,-5,NHL,12,0,1989-90,0,14,4,,3,20,,STL,7
