average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,22,0,2,-2,5,0,0,0,0,1967-68,LAK,0,0,[],0.0,,5
,10,1,0,NHL,24,3,30,-17,67,4,2,0,1,1969-70,LAK,6,4,[],9.0,,36
,49,1,0,NHL,25,19,103,-20,164,16,5,0,9,1970-71,VAN,21,28,[],12.8,,76
,41,1,0,NHL,26,24,120,-15,144,11,4,0,2,1971-72,TOT,15,26,[],10.4,,75
,7,0,0,NHL,26,4,25,-8,42,2,1,0,0,1971-72,VAN,3,4,[],7.1,,19
,34,1,0,NHL,26,20,95,-7,102,9,3,0,2,1971-72,LAK,12,22,[],11.8,,56
,67,6,0,NHL,27,25,146,-17,180,23,14,0,5,1972-73,LAK,37,30,[],20.6,,78
,42,1,0,NHL,28,20,119,-10,131,12,4,0,6,1973-74,LAK,16,26,[],12.2,,75
,34,2,1,NHL,29,11,61,9,100,10,2,2,8,1974-75,LAK,13,21,[],13.0,,0
,43,4,0,NHL,30,16,71,-2,135,13,9,0,5,1975-76,LAK,22,21,[],16.3,,71
,41,1,0,NHL,31,18,36,-13,124,12,2,0,9,1976-77,PIT,14,27,[],11.3,,73
,20,0,0,NHL,32,9,10,-7,36,8,0,0,3,1977-78,PIT,8,12,[],22.2,,25
