average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,17,0,0,NHL,22,8,23,-11,62,1,1,0,7,1977-78,STL,2,15,[],3.2,,40
,34,1,0,NHL,23,13,14,-21,101,5,5,0,11,1978-79,STL,10,24,[],9.9,,64
,44,2,0,NHL,24,17,8,16,130,9,3,2,13,1979-80,STL,12,32,[],9.2,,77
,28,1,1,NHL,25,12,12,5,96,1,3,2,9,1980-81,STL,5,23,"[{'link': '/awards/voting-1981.html#AS', 'name': 'AS-29'}]",5.2,,71
,38,1,0,NHL,26,20,26,-5,149,2,3,1,12,1981-82,STL,5,33,[],3.4,,80
,23,0,0,NHL,27,14,30,-3,127,0,1,0,8,1982-83,STL,1,22,[],0.8,,72
,12,1,0,NHL,28,7,29,-26,67,2,1,0,2,1983-84,TOT,3,9,[],4.5,,64
,8,0,0,NHL,28,5,19,-21,50,0,1,0,2,1983-84,STL,1,7,[],2.0,,51
,4,1,0,NHL,28,2,10,-5,17,2,0,0,0,1983-84,HAR,2,2,[],11.8,,13
,5,0,0,NHL,29,4,5,0,27,0,1,0,0,1984-85,HAR,1,4,[],3.7,,17
,0,0,0,NHL,30,0,4,-4,7,0,0,0,0,1985-86,HAR,0,0,[],0.0,,9
