power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,3,0,0,NHL,1979-80,24,0,STL,,0,0,-2,0,10,,,0.0,0
0,11,3,0,NHL,1980-81,25,0,STL,,3,2,-7,0,15,,,0.0,0
0,8,2,0,NHL,1981-82,26,0,STL,,2,14,4,0,16,,,0.0,0
0,4,0,0,NHL,1982-83,27,0,STL,,0,2,-1,0,7,,,0.0,0
