year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1980-81,15,1,0,1,0,QAAA,1,Lac St-Louis Lions,2
1981-82,16,45,20,57,0,QAAA,48,Lac St-Louis Lions,102
1982-83,17,4,2,6,0,QMJHL,24,Laval Voisins,10
1983-84,18,45,30,49,0,QMJHL,60,Laval Voisins,94
1984-85,19,60,56,84,0,QMJHL,67,Laval Voisins,144
1985-86,20,71,45,109,0,QMJHL,72,Laval Titan,180
1986-87,21,42,34,53,0,IHL,76,Saginaw Generals,95
1987-88,22,31,0,21,0,France,30,ASG Tours,52
1988-89,23,41,57,76,0,IHL,82,Flint Spirits,117
1989-90,24,39,53,78,0,IHL,73,Peoria Rivermen,117
1990-91,25,41,114,65,0,IHL,73,Peoria Rivermen,106
1991-92,26,21,77,34,0,IHL,32,Peoria Rivermen,55
1992-93,27,24,69,41,0,IHL,45,Milwaukee Admirals,65
1992-93,27,13,10,18,0,AHL,22,Halifax Citadels,31
1993-94,28,3,4,11,0,AHL,7,Cornwall Aces,14
1993-94,28,29,50,36,0,IHL,52,Peoria Rivermen,65
1994-95,29,30,72,52,0,IHL,74,Peoria Rivermen,82
1995-96,30,5,24,17,0,IHL,24,Peoria Rivermen,22
1996-97,31,22,67,40,0,IHL,78,3 Teams,62
1996-97,31,12,30,11,0,IHL,31,Detroit Vipers,23
1996-97,31,4,8,10,0,IHL,16,Phoenix Roadrunners,14
1996-97,31,6,29,19,0,IHL,31,Milwaukee Admirals,25
1997-98,32,17,42,34,0,IHL,77,2 Teams,51
1997-98,32,5,18,12,0,IHL,34,Quebec Rafales,17
1997-98,32,12,24,22,0,IHL,43,Manitoba Moose,34
1998-99,33,9,38,4,0,Italy,9,HC Asiago,13
1998-99,33,25,6,26,0,QSPHL,23,Joliette Blizzard,51
1999-00,34,12,54,25,0,Swiss-2,28,EHC Biel-Bienne,37
2001-02,36,35,20,50,0,QSPHL,44,Laval Chiefs,85
