age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0,0,1,-6,WHA,5,0,1976-77,0,0,2,,0,9,,EDO,3
23,,0,0,2,-4,WHA,5,0,1977-78,0,0,0,,0,10,,EDO,2
24,,0,0,1,-4,WHA,13,0,1978-79,0,0,0,,0,25,,EDO,1
25,SC,0.0,0,3,3,NHL,0,0,1979-80,0,13,0,,0,32,,NYI,3
26,SC,0.0,0,3,10,NHL,18,0,1980-81,0,20,0,,0,25,,NYI,3
27,SC,9.5,2,4,4,NHL,0,0,1981-82,1,21,2,,0,16,,NYI,6
28,SC,0.0,0,2,6,NHL,8,0,1982-83,0,3,0,,0,2,,NYI,2
29,,0.0,0,4,3,NHL,12,0,1983-84,0,12,0,,0,18,,NYI,4
30,,0.0,0,0,-1,NHL,4,0,1984-85,0,1,0,,0,4,,NYI,0
31,,0.0,0,1,0,NHL,5,0,1985-86,0,5,0,,0,9,,MNS,1
